house_address,house_region,house_area,house_id,total_price,unit_price,house_layout,house_floor,house_rental_area,house_structure,house_inner_area,house_building_type,house_orientation,house_building_structure,house_decoration,house_elevator_sytle,house_elevator,house_listing_time,house_transaction_type,house_last_time,house_useage,house_years,house_property,house_mortgage_info,house_book,house_fx_id,house_longitude,house_latitude,city
水丽坊自在城,包河,工业园,103113792808,163,20084元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共30层),建筑面积81.16㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-03-11,商品房,2014-05-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.33396743299,31.801976799464,合肥
金隅大成郡,包河,淝河镇,103115932518,232,25044元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共28层),建筑面积92.64㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例一梯四户,供暖方式暂无数据,2021-07-04,商品房,2021-03-05,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.332667,31.837015,合肥
华盛格林雅地,包河,工业园,103115351915,242,18577元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共11层),建筑面积130.27㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况精装,梯户比例两梯两户,供暖方式暂无数据,2021-06-02,商品房,2010-06-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.32480624972,31.798178597385,合肥
景治园,包河,包公,103116841980,240,17911元/平米,房屋户型3室1厅1厨2卫,所在楼层中楼层 (共26层),建筑面积134㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西南,建筑结构钢混结构,装修情况精装,梯户比例三梯六户,供暖方式暂无数据,2021-08-26,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.29472051092,31.839691124716,合肥
风和园,包河,包公,103115109779,241,24319元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积99.1㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构砖混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-05-19,商品房,2009-03-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.3083634639,31.855603660409,合肥
星海城,包河,包公,103116173390,263,24866元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共33层),建筑面积105.77㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-07-18,商品房,2019-06-20,普通住宅,满两年,非共有,有抵押 102万元,已上传房本照片,,117.30759389867,31.82747532462,合肥
南园新村,包河,芜湖路,103116170846,118.5,16023元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积73.96㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-07-18,商品房,2021-07-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.28275517656,31.840941560886,合肥
水丽坊自在城,包河,工业园,103116169520,159,19720元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共33层),建筑面积80.63㎡,户型结构平层,套内面积63.59㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-07-18,商品房,2013-12-06,普通住宅,满五年,非共有,有抵押 15万元,已上传房本照片,,117.33396743299,31.801976799464,合肥
金悦领地,包河,周谷堆,103116768315,190,21673元/平米,房屋户型4室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积87.67㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-08-22,商品房,2011-08-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31550120301,31.827443270304,合肥
万达中心名宅,包河,包公,103115774169,236,26508元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共33层),建筑面积89.03㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-06-26,商品房,2021-06-29,普通住宅,未满两年,共有,有抵押 300万元 300万抵押农村信用社,已上传房本照片,,117.308967,31.860935,合肥
万振逍遥苑四期,包河,周谷堆,103108867662,97,13858元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积70㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况简装,梯户比例四梯十五户,供暖方式暂无数据,2020-04-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.31405931156,31.839038789218,合肥
丽阳兰庭,包河,周谷堆,103112665319,225,16788元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共26层),建筑面积134.03㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2020-12-16,商品房,2013-01-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31080726756,31.826935120066,合肥
和昌都汇华府,包河,周谷堆,103115357831,258,22853元/平米,房屋户型4室2厅1厨1卫,所在楼层中楼层 (共32层),建筑面积112.9㎡,户型结构暂无数据,套内面积89.35㎡,建筑类型板塔结合,房屋朝向南 西南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-06-02,商品房,2013-09-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31597861501,31.82962039135,合肥
金地国际城,包河,周谷堆,103115960269,245,17487元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共17层),建筑面积140.11㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯两户,供暖方式暂无数据,2021-07-06,商品房,2007-08-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
力高柏林春天,包河,包公,103113244059,245,18353元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共18层),建筑面积133.5㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2021-01-30,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30627266904,31.832280103264,合肥
盛大德馨府,包河,骆岗,103113817447,170,18515元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共15层),建筑面积91.82㎡,户型结构平层,套内面积74.65㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯一户,供暖方式暂无数据,2021-03-12,商品房,2021-08-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.304304,31.800919,合肥
丽阳兰庭,包河,周谷堆,103111025394,65,15874元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共26层),建筑面积40.95㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯十一户,供暖方式暂无数据,2020-08-30,商品房,2011-04-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31080726756,31.826935120066,合肥
星海城,包河,包公,103114123780,95,16293元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积58.31㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东北,建筑结构钢混结构,装修情况简装,梯户比例两梯十七户,供暖方式暂无数据,2021-03-27,商品房,2021-01-28,普通住宅,未满两年,非共有,有抵押 15万元 工商 业主自还,已上传房本照片,,117.30759389867,31.82747532462,合肥
创智广场,包河,包公,103114095313,215,16155元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共18层),建筑面积133.09㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构砖混结构,装修情况精装,梯户比例一梯四户,供暖方式暂无数据,2021-03-25,商品房,2010-05-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
国贸公寓,包河,周谷堆,103113427139,159,17400元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共11层),建筑面积91.38㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例两梯两户,供暖方式暂无数据,2021-02-21,商品房,2007-08-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30843222124,31.851745037146,合肥
创智广场,包河,包公,103113905754,210,15556元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积135㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构砖混结构,装修情况精装,梯户比例一梯四户,供暖方式暂无数据,2021-03-16,商品房,2010-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
创智广场,包河,包公,103113928358,160,18149元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积88.16㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯三户,供暖方式暂无数据,2021-03-17,商品房,2018-02-08,普通住宅,满两年,非共有,有抵押 70万元 经营贷 客户偿还,已上传房本照片,,117.30582465092,31.833505441201,合肥
恒兴广场,包河,周谷堆,103113683096,83,12093元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共30层),建筑面积68.64㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况精装,梯户比例四梯十八户,供暖方式暂无数据,2021-03-05,商品房,2016-07-07,普通住宅,满五年,非共有,有抵押 20万元 业主自还,已上传房本照片,,117.312894,31.85417,合肥
万振城市广场,包河,周谷堆,103113106297,72,12858元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积56㎡,户型结构平层,套内面积39.9㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例四梯十三户,供暖方式暂无数据,2021-01-18,商品房,2015-12-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30984163325,31.827456645563,合肥
星海城,包河,包公,103111644725,70.5,18490元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共32层),建筑面积38.13㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例两梯十七户,供暖方式暂无数据,2020-10-09,商品房,2020-07-27,普通住宅,未满两年,非共有,有抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
水丽坊自在城,包河,工业园,103113103635,99.2,17025元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共18层),建筑面积58.27㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况毛坯,梯户比例两梯六户,供暖方式暂无数据,2021-01-18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,,117.33396743299,31.801976799464,合肥
和昌都汇华府,包河,周谷堆,103116466793,204,21882元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共30层),建筑面积93.23㎡,户型结构平层,套内面积73.61㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-08-05,商品房,2015-03-03,普通住宅,满五年,非共有,有抵押 客户偿还,已上传房本照片,,117.31597861501,31.82962039135,合肥
创智广场,包河,包公,103116771693,69.5,9152元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共29层),建筑面积75.94㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例四梯十四户,供暖方式暂无数据,2021-08-22,商品房,2010-07-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
金地国际城,包河,周谷堆,103115320149,56,9748元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积57.45㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西南,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2021-05-31,商品房,2016-06-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
信达好第坊,包河,望湖,103116319079,260,28588元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共27层),建筑面积90.95㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯三户,供暖方式暂无数据,2021-07-28,商品房,2018-08-13,普通住宅,满两年,非共有,有抵押 57万元,已上传房本照片,,117.30316252887,31.81894981504,合肥
航运大院宿舍,包河,包公,103115820860,210,29670元/平米,房屋户型3室1厅1厨1卫,所在楼层中楼层 (共5层),建筑面积70.78㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构砖混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-06-28,已购公房,2018-01-16,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.31093439838,31.857423348165,合肥
信达天御御公馆,包河,常青,103113987704,139.5,24052元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积58㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例四梯十五户,供暖方式暂无数据,2021-03-20,商品房,2019-06-14,普通住宅,满两年,非共有,有抵押 30万元 银行 客户偿还,已上传房本照片,,117.271763,31.810628,合肥
东环广场,包河,包公,103109045653,278,16965元/平米,房屋户型4室2厅1厨2卫,所在楼层高楼层 (共18层),建筑面积163.87㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例五梯六户,供暖方式暂无数据,2020-05-09,商品房,2020-05-06,普通住宅,未满两年,共有,无抵押,已上传房本照片,,117.306822,31.852802,合肥
和昌都汇华府,包河,周谷堆,103116700723,212,22821元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共32层),建筑面积92.9㎡,户型结构平层,套内面积74.13㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-18,商品房,2014-03-28,普通住宅,满五年,非共有,有抵押 52万元 业主自还,已上传房本照片,,117.31597861501,31.82962039135,合肥
